Branch_ID,City,Region,Firm_Revenue,Expenses,Profit_Margin,Calculated_Profit_Margin,Margin_Difference,Calculated_Profit
1032,Nashik,North,722489.0,127639,53.12,82.33343345019786,-29.21343345019786,594850.0
1033,Solapur,West,936776.0,90418,-40.93,90.34795938410036,-131.27795938410037,846358.0
1034,Solapur,West,,131077,29.7,,,
1035,Mumbai,West,590919.0,180788,46.09,69.40562073651381,-23.315620736513807,410131.0
1036,Nagpur,West,729537.0,225109,7.71,69.14358010628659,-61.43358010628659,504428.0
1037,Mumbai,West,260539.0,433554,-31.14,-66.40656485209509,35.26656485209509,-173015.0
1038,Nagpur,East,572977.0,405006,1.39,29.315487358131303,-27.925487358131303,167971.0
1039,Kolhapur,North,286507.0,44379,14.69,84.5103261002349,-69.82032610023491,242128.0
1040,Solapur,East,560824.0,293054,-25.83,47.7458168694635,-73.5758168694635,267770.0
1041,Pune,South,382425.0,407970,23.26,-6.679741125710923,29.939741125710924,-25545.0
1042,Nagpur,South,993460.0,488468,0.82,50.83163891852717,-50.01163891852717,504992.0
1043,Mumbai,East,601854.0,467555,85.0,22.314215740029976,62.68578425997002,134299.0
1044,Nashik,South,878898.0,192703,-40.35,78.07447508129498,-118.42447508129499,686195.0
1045,Mumbai,East,743144.0,255822,50.49,65.57571614653418,-15.085716146534175,487322.0
1046,Solapur,West,977665.0,254418,58.29,73.97697575345337,-15.686975753453375,723247.0
1047,Solapur,East,655189.0,116716,41.34,82.18590360949284,-40.84590360949284,538473.0
1048,Mumbai,East,684533.0,334321,28.27,51.160718329138255,-22.890718329138256,350212.0
1049,Mumbai,North,100724.0,169264,-32.71,-68.04733727810651,35.33733727810651,-68540.0
1050,Nashik,South,678204.0,179639,41.23,73.51254194903008,-32.28254194903008,498565.0
1051,Kolhapur,East,623150.0,83058,34.99,86.67126695017251,-51.68126695017251,540092.0
1052,Nagpur,North,992645.0,68947,86.92,93.05421374207295,-6.134213742072944,923698.0
1053,Solapur,West,829228.0,209502,80.83,74.73529596202732,6.094704037972676,619726.0
1054,Nagpur,West,967410.0,419776,-46.92,56.6082633009789,-103.52826330097889,547634.0
1055,Solapur,North,999028.0,235173,97.69,76.45981894401358,21.23018105598642,763855.0
1056,Solapur,West,104114.0,239317,34.82,-129.86053748775382,164.6805374877538,-135203.0
1057,Mumbai,South,348753.0,320467,87.4,8.110611234885434,79.28938876511457,28286.0
1058,Kolhapur,North,,179713,-27.61,,,
1059,Mumbai,South,920571.0,191047,54.46,79.24690219439891,-24.786902194398913,729524.0
1060,Kolhapur,East,305241.0,220112,18.76,27.889110571646665,-9.129110571646663,85129.0
1061,Pune,South,668871.0,153491,-29.88,77.05222681204596,-106.93222681204595,515380.0
1062,Mumbai,West,299697.0,273050,-46.59,8.891313560028962,-55.481313560028966,26647.0
1063,Pune,South,802708.0,57795,-17.56,92.79999701012073,-110.35999701012074,744913.0
1064,Kolhapur,South,904204.0,219407,-47.49,75.73478993678418,-123.22478993678419,684797.0
1065,Solapur,East,738465.0,454834,39.67,38.40818454496828,1.2618154550317229,283631.0
1066,Nashik,East,123311.0,269341,-4.26,-118.4241470752812,114.16414707528119,-146030.0
1067,Kolhapur,West,447272.0,419907,93.05,6.118201005204886,86.93179899479512,27365.0
1068,Nagpur,North,94673.0,124746,44.89,-31.765128389297896,76.6551283892979,-30073.0
1069,Nagpur,West,,279148,64.56,,,
1070,Nashik,South,723055.0,20664,15.06,97.14212611765358,-82.08212611765357,702391.0
1071,Nashik,West,288740.0,497515,-9.92,-72.30553439080141,62.38553439080141,-208775.0
1072,Kolhapur,North,831265.0,382396,65.1,53.998303790006794,11.1016962099932,448869.0
1073,Mumbai,East,459580.0,198394,20.15,56.83145480656251,-36.68145480656251,261186.0
1074,Solapur,East,997286.0,218745,99.93,78.06597104541726,21.86402895458275,778541.0
1075,Kolhapur,South,105973.0,493415,38.88,-365.60444641559644,404.48444641559644,-387442.0
1076,Kolhapur,West,204710.0,300215,76.77,-46.65380294074544,123.42380294074545,-95505.0
1077,Nagpur,West,985286.0,152371,-6.82,84.53535318679043,-91.35535318679044,832915.0
1078,Nashik,East,616031.0,473422,14.03,23.14964668985814,-9.119646689858142,142609.0
1079,Solapur,East,631559.0,213405,-13.91,66.20980779309613,-80.11980779309613,418154.0
1080,Kolhapur,West,714846.0,106483,66.31,85.10406437190667,-18.79406437190667,608363.0
1081,Nagpur,West,810727.0,234848,63.59,71.03241905104925,-7.442419051049242,575879.0
1082,Solapur,East,527491.0,129655,38.9,75.42043371356098,-36.52043371356098,397836.0
1083,Pune,East,590910.0,395017,59.66,33.15107207527373,26.508927924726265,195893.0
1084,Nagpur,West,604344.0,406488,4.09,32.73896985822644,-28.64896985822644,197856.0
1085,Pune,North,301941.0,71479,81.71,76.32683206321765,5.383167936782343,230462.0
1086,Kolhapur,West,744479.0,53750,88.35,92.78018587495416,-4.430185874954162,690729.0
1087,Solapur,West,640762.0,202204,49.6,68.44319731819303,-18.843197318193027,438558.0
1088,Mumbai,West,246436.0,57113,5.95,76.82440877144573,-70.87440877144573,189323.0
1089,Nashik,East,658793.0,482561,76.27,26.750739610165862,49.51926038983413,176232.0
1090,Pune,North,629001.0,345832,97.09,45.01884734682457,52.07115265317543,283169.0
1091,Mumbai,South,307324.0,81535,36.85,73.46936783329645,-36.619367833296444,225789.0
1092,Nagpur,East,,493705,48.98,,,
1093,Nashik,North,,37666,77.6,,,
1094,Solapur,South,837097.0,140421,50.9,83.22524151920267,-32.32524151920267,696676.0
1095,Kolhapur,South,929599.0,259456,-20.48,72.08947083634986,-92.56947083634986,670143.0
1096,Nashik,North,285747.0,164076,13.47,42.57997459290912,-29.10997459290912,121671.0
1097,Mumbai,East,68882.0,111621,41.81,-62.04668853982172,103.85668853982173,-42739.0
1098,Mumbai,West,570985.0,423464,19.57,25.836230373827686,-6.266230373827685,147521.0
1099,Nagpur,North,714838.0,177696,51.99,75.14178037541373,-23.15178037541373,537142.0
1100,Solapur,West,860774.0,342060,-7.77,60.26134618378344,-68.03134618378344,518714.0
1101,Nagpur,East,866744.0,147716,-26.19,82.95736688110907,-109.14736688110906,719028.0
1102,Kolhapur,East,449250.0,305716,-45.74,31.949693934335006,-77.68969393433501,143534.0
1103,Solapur,East,941020.0,22378,-44.16,97.6219421478821,-141.7819421478821,918642.0
1104,Kolhapur,South,658214.0,119660,3.51,81.82050214671824,-78.31050214671824,538554.0
1105,Kolhapur,East,,336150,-46.74,,,
1106,Nagpur,South,645333.0,497857,-9.25,22.85269775449264,-32.10269775449264,147476.0
1107,Nashik,South,553367.0,463072,27.01,16.31738068948817,10.69261931051183,90295.0
1108,Solapur,West,77365.0,358228,61.62,-363.0362567052285,424.6562567052285,-280863.0
1109,Solapur,South,227115.0,86628,38.34,61.85720890297867,-23.517208902978666,140487.0
1110,Solapur,South,993451.0,431239,30.19,56.59181982805392,-26.40181982805392,562212.0
1111,Nagpur,East,702367.0,190514,-13.68,72.87543406794454,-86.55543406794453,511853.0
1112,Kolhapur,South,474820.0,431359,-47.64,9.153152773682658,-56.79315277368266,43461.0
1113,Nagpur,East,963430.0,275162,-30.54,71.4393365371641,-101.9793365371641,688268.0
1114,Kolhapur,East,842893.0,204196,97.27,75.77438654728418,21.495613452715816,638697.0
1115,Nagpur,South,785942.0,164003,89.17,79.1329385628965,10.037061437103503,621939.0
1116,Mumbai,West,798102.0,315359,-3.33,60.48637893402097,-63.81637893402097,482743.0
1117,Nashik,South,286476.0,326419,-1.85,-13.942878286488222,12.092878286488222,-39943.0
1118,Nagpur,West,204248.0,208385,83.7,-2.025478829658063,85.72547882965807,-4137.0
1119,Nashik,West,772777.0,279646,-38.22,63.812846396826,-102.03284639682599,493131.0
1120,Pune,West,715070.0,105057,-24.29,85.30815164948886,-109.59815164948887,610013.0
1121,Nagpur,North,163874.0,355418,-32.31,-116.88492378290638,84.57492378290638,-191544.0
1122,Solapur,North,443946.0,415587,80.64,6.387939073671123,74.25206092632888,28359.0
1123,Solapur,South,398968.0,482742,-49.01,-20.997673998917207,-28.01232600108279,-83774.0
1124,Pune,East,657564.0,131822,-47.83,79.95297796108059,-127.78297796108059,525742.0
1125,Kolhapur,South,882724.0,350146,72.08,60.33346776568893,11.746532234311069,532578.0
1126,Nagpur,East,205625.0,485899,45.54,-136.3034650455927,181.8434650455927,-280274.0
1127,Solapur,North,501483.0,122453,34.48,75.5818243090992,-41.10182430909921,379030.0
1128,Solapur,East,921550.0,214020,88.43,76.77608377190602,11.65391622809399,707530.0
1129,Kolhapur,West,788503.0,443105,22.51,43.80427214607934,-21.29427214607934,345398.0
1130,Pune,West,595312.0,349564,20.03,41.28053860832639,-21.250538608326387,245748.0
1131,Solapur,South,,242669,13.12,,,
1132,Kolhapur,West,83336.0,335733,47.84,-302.86670826533555,350.7067082653356,-252397.0
1133,Nashik,West,969558.0,77022,-1.52,92.05596777088117,-93.57596777088116,892536.0
1134,Kolhapur,South,657173.0,370102,50.26,43.68271368422014,6.577286315779858,287071.0
1135,Nashik,South,175873.0,20946,55.55,88.09026968323734,-32.54026968323734,154927.0
1136,Mumbai,East,239263.0,53815,-18.28,77.50801419358613,-95.78801419358614,185448.0
1137,Mumbai,South,263055.0,210483,39.24,19.985174203113417,19.254825796886585,52572.0
1138,Kolhapur,South,635281.0,333629,59.02,47.483239700227145,11.536760299772858,301652.0
1139,Nagpur,South,245288.0,162674,94.18,33.68040833632301,60.499591663676995,82614.0
1140,Mumbai,North,755330.0,90594,90.84,88.00603709636847,2.83396290363153,664736.0
1141,Solapur,South,83554.0,441985,-19.24,-428.9812576297963,409.7412576297963,-358431.0
1142,Kolhapur,South,152963.0,85291,36.59,44.240764106352515,-7.650764106352511,67672.0
1143,Solapur,East,469428.0,399652,20.4,14.86404730863945,5.535952691360549,69776.0
1144,Nagpur,East,252494.0,434330,2.39,-72.01596869628585,74.40596869628585,-181836.0
1145,Mumbai,South,957204.0,352462,1.32,63.177964153931654,-61.857964153931654,604742.0
1146,Mumbai,South,775818.0,473126,95.64,39.01585165592961,56.62414834407039,302692.0
1147,Solapur,West,665993.0,380428,-44.51,42.87807829812025,-87.38807829812025,285565.0
1148,Nashik,North,146659.0,374894,77.88,-155.62290756107706,233.50290756107705,-228235.0
1149,Mumbai,West,272071.0,108121,18.02,60.260005660287206,-42.24000566028721,163950.0
1150,Pune,East,972742.0,142072,35.0,85.39468841686696,-50.394688416866956,830670.0
1151,Solapur,North,931870.0,417137,60.89,55.236567332353225,5.653432667646776,514733.0
1152,Nagpur,South,666200.0,469751,18.45,29.487991594115883,-11.037991594115883,196449.0
1153,Mumbai,West,92374.0,460919,98.1,-398.9704895316864,497.07048953168635,-368545.0
1154,Nashik,North,581172.0,126846,80.14,78.17410336354814,1.965896636451859,454326.0
1155,Solapur,West,414034.0,271238,-17.98,34.488955013356396,-52.46895501335639,142796.0
1156,Mumbai,North,138702.0,407721,50.56,-193.95466539775924,244.51466539775925,-269019.0
1157,Nashik,North,,154403,21.3,,,
1158,Kolhapur,North,290733.0,485981,4.16,-67.15715106300283,71.31715106300283,-195248.0
1159,Nashik,East,643809.0,21990,2.75,96.5843907121522,-93.8343907121522,621819.0
1160,Solapur,East,312585.0,266325,-25.59,14.799174624502134,-40.38917462450213,46260.0
1161,Mumbai,West,815775.0,23574,18.65,97.11023260090099,-78.46023260090098,792201.0
1162,Nagpur,West,505660.0,216164,39.35,57.25111735158011,-17.901117351580112,289496.0
1163,Mumbai,West,144833.0,61565,69.75,57.4924223070709,12.257577692929097,83268.0
1164,Kolhapur,West,975264.0,115810,-6.68,88.12526659448109,-94.80526659448108,859454.0
1165,Pune,South,339712.0,287127,66.07,15.479288338357197,50.5907116616428,52585.0
1166,Nagpur,East,744810.0,50143,33.07,93.26767900538393,-60.197679005383925,694667.0
1167,Solapur,South,108475.0,165270,-11.29,-52.35768610278866,41.06768610278866,-56795.0
1168,Pune,South,752153.0,249575,68.05,66.8185861121341,1.231413887865898,502578.0
1169,Pune,East,840077.0,69074,40.43,91.77765847654442,-51.34765847654442,771003.0
1170,Mumbai,East,635619.0,440243,93.23,30.737910603679246,62.49208939632076,195376.0
1171,Nashik,West,242767.0,323391,-6.74,-33.21044458266568,26.470444582665678,-80624.0
1172,Pune,South,635646.0,439728,95.97,30.821872551703304,65.14812744829669,195918.0
1173,Kolhapur,East,636516.0,113167,33.33,82.22087111714396,-48.89087111714396,523349.0
1174,Solapur,East,613918.0,190021,18.22,69.0478207187279,-50.82782071872791,423897.0
1175,Solapur,South,340442.0,397213,81.24,-16.675674564242954,97.91567456424295,-56771.0
1176,Kolhapur,South,,448247,-26.32,,,
1177,Kolhapur,West,596317.0,74584,19.3,87.49255848818666,-68.19255848818666,521733.0
1178,Nashik,East,728072.0,294584,-31.18,59.539166456064784,-90.71916645606478,433488.0
1179,Pune,South,519356.0,139025,41.98,73.23127103566725,-31.25127103566725,380331.0
1180,Nashik,South,212159.0,118613,-43.63,44.09240239631597,-87.72240239631597,93546.0
1181,Pune,South,,291527,97.03,,,
1182,Mumbai,North,708095.0,348010,-48.78,50.852639829401426,-99.63263982940143,360085.0
1183,Solapur,West,786328.0,298745,89.83,62.007584621175894,27.822415378824104,487583.0
1184,Kolhapur,East,291516.0,81564,46.63,72.02074671716132,-25.390746717161313,209952.0
1185,Nashik,North,814269.0,163240,73.41,79.95257095628104,-6.54257095628104,651029.0
1186,Pune,East,150509.0,337315,3.72,-124.11616581068242,127.83616581068242,-186806.0
1187,Pune,North,502494.0,391351,-13.4,22.11827404904337,-35.51827404904337,111143.0
1188,Kolhapur,East,295840.0,253739,-24.03,14.231003244997295,-38.2610032449973,42101.0
1189,Nagpur,West,91013.0,229704,29.68,-152.38592289013658,182.0659228901366,-138691.0
1190,Nagpur,East,945199.0,479231,-10.01,49.29840171223203,-59.308401712232026,465968.0
1191,Nagpur,North,654064.0,322440,82.02,50.702071968492376,31.31792803150762,331624.0
1192,Nagpur,North,740959.0,300688,-45.51,59.41907716891218,-104.92907716891219,440271.0
1193,Nagpur,East,350370.0,360843,-37.32,-2.9891257813168934,-34.33087421868311,-10473.0
1194,Nagpur,East,739970.0,374694,-17.63,49.36362284957498,-66.99362284957498,365276.0
1195,Solapur,East,466824.0,140751,-37.65,69.84923654310833,-107.49923654310834,326073.0
1196,Pune,East,219987.0,364854,74.2,-65.85252764936111,140.0525276493611,-144867.0
1197,Solapur,South,96117.0,196719,-49.39,-104.66618808327351,55.27618808327351,-100602.0
1198,Pune,South,364247.0,342435,47.75,5.988244240858538,41.761755759141465,21812.0
1199,Nagpur,East,982153.0,301969,18.32,69.25438297291765,-50.93438297291765,680184.0
1200,Kolhapur,South,,355163,65.91,,,
1201,Kolhapur,East,711399.0,490593,11.56,31.038278097101628,-19.47827809710163,220806.0
1202,Mumbai,West,915310.0,112660,46.76,87.69160175241176,-40.93160175241176,802650.0
1203,Nashik,North,772682.0,286464,45.89,62.9260161360042,-17.0360161360042,486218.0
1204,Kolhapur,West,58188.0,494293,4.58,-749.4758369423248,754.0558369423248,-436105.0
1205,Nashik,North,521444.0,86348,-32.87,83.44059956582106,-116.31059956582106,435096.0
1206,Solapur,West,498333.0,207373,14.95,58.386661128201425,-43.43666112820142,290960.0
1207,Nagpur,North,402838.0,129623,81.26,67.82254901474042,13.437450985259588,273215.0
1208,Solapur,North,774290.0,324621,69.46,58.07501065492258,11.384989345077415,449669.0
1209,Nashik,North,,95647,5.72,,,
1210,Nagpur,South,178363.0,164014,80.09,8.044829925489031,72.04517007451098,14349.0
1211,Nashik,South,905634.0,215963,15.81,76.15339088417616,-60.34339088417616,689671.0
1212,Kolhapur,North,844764.0,436685,-20.56,48.306864402365626,-68.86686440236562,408079.0
1213,Pune,East,580234.0,492210,79.6,15.170431239810146,64.42956876018985,88024.0
1214,Nashik,North,891396.0,466522,24.05,47.66388900107248,-23.613889001072476,424874.0
1215,Pune,North,699446.0,482171,15.07,31.063870548977334,-15.993870548977334,217275.0
1216,Mumbai,East,841077.0,422714,-14.76,49.74134353929545,-64.50134353929545,418363.0
1217,Nagpur,South,894540.0,488439,64.69,45.397746327721514,19.292253672278484,406101.0
1218,Nashik,North,519640.0,112598,32.53,78.33153721807406,-45.80153721807406,407042.0
1219,Nashik,East,578852.0,182486,-18.9,68.47449779909199,-87.37449779909198,396366.0
1220,Nashik,East,118288.0,152324,-11.1,-28.77384011903152,17.673840119031517,-34036.0
1221,Kolhapur,East,,282585,7.37,,,
1222,Nashik,East,726501.0,176722,30.15,75.67491304210179,-45.524913042101794,549779.0
1223,Nagpur,West,297321.0,143804,70.78,51.63341977189637,19.14658022810363,153517.0
1224,Nashik,North,472462.0,274775,-18.91,41.84188358005512,-60.75188358005512,197687.0
1225,Kolhapur,South,153515.0,436734,60.79,-184.48946357033515,245.27946357033514,-283219.0
1226,Solapur,South,404512.0,314309,87.43,22.299214856419585,65.13078514358043,90203.0
1227,Pune,West,990092.0,239838,9.35,75.77619049542871,-66.42619049542871,750254.0
1228,Pune,East,111240.0,233346,4.87,-109.7680690399137,114.6380690399137,-122106.0
1229,Nashik,West,832356.0,101213,21.66,87.84017896188651,-66.18017896188651,731143.0
1230,Mumbai,East,456619.0,216028,72.57,52.689660307608754,19.88033969239124,240591.0
1231,Solapur,West,354977.0,429650,-36.12,-21.03601078379726,-15.083989216202738,-74673.0
1232,Solapur,South,192880.0,448885,8.09,-132.7276026545002,140.8176026545002,-256005.0
1233,Kolhapur,East,324268.0,395718,-45.6,-22.034243280249672,-23.56575671975033,-71450.0
1234,Mumbai,North,356398.0,134943,27.68,62.136992912418144,-34.456992912418144,221455.0
1235,Pune,North,187739.0,270092,91.62,-43.86568587240797,135.48568587240797,-82353.0
1236,Kolhapur,West,260933.0,154884,-25.96,40.642233830140306,-66.6022338301403,106049.0
1237,Nagpur,East,124042.0,193523,-11.69,-56.01409200109641,44.32409200109641,-69481.0
1238,Kolhapur,East,242557.0,476912,54.84,-96.6185267792725,151.45852677927252,-234355.0
1239,Nashik,West,888354.0,247414,53.58,72.14916576049639,-18.56916576049639,640940.0
1240,Pune,East,82224.0,86131,39.51,-4.751654018291497,44.261654018291495,-3907.0
1241,Nagpur,South,334277.0,234837,-13.74,29.74778402342967,-43.48778402342967,99440.0
1242,Pune,West,77741.0,203843,-40.02,-162.20784399480326,122.18784399480325,-126102.0
1243,Kolhapur,West,116821.0,332210,-16.66,-184.3752407529468,167.7152407529468,-215389.0
1244,Kolhapur,South,678627.0,321507,45.86,52.6239009057995,-6.7639009057995025,357120.0
1245,Mumbai,North,695024.0,196918,-5.56,71.66745321024885,-77.22745321024885,498106.0
1246,Mumbai,North,325740.0,136796,76.26,58.00454350095168,18.25545649904833,188944.0
1247,Pune,North,457796.0,462368,42.44,-0.9986981100752299,43.43869811007523,-4572.0
1248,Pune,East,,59554,-42.5,,,
1249,Kolhapur,East,498436.0,187599,-36.77,62.36246980555177,-99.13246980555178,310837.0
1250,Nagpur,West,366272.0,145010,-7.91,60.40920408876463,-68.31920408876464,221262.0
1251,Nashik,South,912370.0,319590,36.04,64.9714479871105,-28.931447987110495,592780.0
1252,Solapur,East,194921.0,53263,90.53,72.67457072352389,17.855429276476116,141658.0
1253,Nashik,West,553062.0,309277,-34.51,44.07914483367145,-78.58914483367144,243785.0
1254,Kolhapur,South,895220.0,339150,74.6,62.115457652867455,12.484542347132539,556070.0
1255,Nagpur,South,851690.0,146308,35.92,82.82144911881083,-46.90144911881083,705382.0
1256,Nagpur,North,696063.0,496671,4.59,28.64568293387236,-24.05568293387236,199392.0
1257,Pune,North,393190.0,88843,46.44,77.40456267962054,-30.964562679620542,304347.0
1258,Mumbai,South,169077.0,225065,67.75,-33.11390668157112,100.86390668157112,-55988.0
1259,Kolhapur,West,171585.0,71133,3.81,58.54357898417694,-54.73357898417694,100452.0
1260,Kolhapur,East,531181.0,175939,87.95,66.87776859488574,21.072231405114266,355242.0
1261,Solapur,South,692354.0,439749,32.64,36.48494845122582,-3.844948451225818,252605.0
1262,Nashik,East,292544.0,101636,-26.46,65.25787573835046,-91.71787573835047,190908.0
1263,Solapur,South,709818.0,27976,32.02,96.05870800684119,-64.03870800684118,681842.0
1264,Nashik,North,426041.0,483658,64.82,-13.523815782988022,78.34381578298802,-57617.0
1265,Kolhapur,East,504161.0,416486,37.99,17.39027810560515,20.59972189439485,87675.0
1266,Nashik,North,61825.0,93928,37.62,-51.92559644156894,89.54559644156893,-32103.0
1267,Mumbai,East,724495.0,69597,-45.84,90.39372252396497,-136.23372252396496,654898.0
1268,Kolhapur,West,472109.0,191740,19.5,59.38649760966217,-39.88649760966217,280369.0
1269,Solapur,East,549794.0,362968,4.84,33.98109109957548,-29.14109109957548,186826.0
1270,Mumbai,North,114502.0,345269,-43.43,-201.5397110967494,158.10971109674938,-230767.0
1271,Nagpur,East,247228.0,396996,52.18,-60.57889883022959,112.75889883022958,-149768.0
1272,Pune,South,761743.0,195224,-22.53,74.37140872971592,-96.90140872971593,566519.0
1273,Pune,West,66041.0,132925,2.49,-101.27647976257173,103.76647976257172,-66884.0
1274,Pune,West,831738.0,147776,36.64,82.23286659981869,-45.59286659981869,683962.0
1275,Nagpur,West,441168.0,269966,16.04,38.8065317520763,-22.766531752076304,171202.0
1276,Pune,West,243708.0,105360,55.27,56.76793539809937,-1.497935398099365,138348.0
1277,Nagpur,North,548115.0,219189,76.71,60.010399277523874,16.69960072247612,328926.0
1278,Pune,North,406944.0,427721,-24.61,-5.105616497601636,-19.504383502398362,-20777.0
1279,Nashik,West,667636.0,450223,-8.21,32.564601070044155,-40.774601070044156,217413.0
1280,Kolhapur,North,594325.0,256610,-22.13,56.823286922138564,-78.95328692213856,337715.0
1281,Kolhapur,North,605111.0,21453,24.88,96.45470004676828,-71.57470004676829,583658.0
1282,Mumbai,East,426304.0,290311,-38.11,31.900474778561776,-70.01047477856177,135993.0
1283,Kolhapur,East,748219.0,332592,61.19,55.54884331993708,5.64115668006292,415627.0
1284,Nagpur,North,314049.0,318743,-30.81,-1.494671213727794,-29.315328786272204,-4694.0
1285,Kolhapur,East,,133738,92.02,,,
1286,Kolhapur,South,597960.0,286715,76.06,52.05114054451803,24.008859455481975,311245.0
1287,Nagpur,East,710254.0,274736,95.39,61.3186268574341,34.0713731425659,435518.0
1288,Mumbai,South,750709.0,470784,-43.91,37.288083664908775,-81.19808366490878,279925.0
1289,Nashik,West,223333.0,489874,-19.23,-119.34689454760381,100.1168945476038,-266541.0
1290,Mumbai,North,381988.0,451723,94.15,-18.255809083007843,112.40580908300785,-69735.0
1291,Nagpur,West,70949.0,354685,97.7,-399.9154322118705,497.6154322118705,-283736.0
1292,Kolhapur,West,,373494,-7.89,,,
1293,Pune,South,995836.0,225541,39.81,77.35159202920963,-37.541592029209625,770295.0
1294,Pune,East,706546.0,98725,-18.88,86.02709519266969,-104.90709519266969,607821.0
1295,Nashik,North,217547.0,213456,84.22,1.8805131764630172,82.33948682353699,4091.0
1296,Nagpur,East,446636.0,295728,-29.47,33.78769288637727,-63.25769288637727,150908.0
1297,Nagpur,North,373351.0,469087,53.23,-25.642357995559138,78.87235799555913,-95736.0
1298,Kolhapur,East,,45164,-6.48,,,
1299,Nashik,South,848992.0,443017,6.07,47.81847178772002,-41.74847178772002,405975.0
1300,Solapur,East,575283.0,343346,32.19,40.31702657648496,-8.127026576484965,231937.0
1301,Nashik,South,958204.0,294366,14.12,69.27940188101907,-55.15940188101907,663838.0
1302,Mumbai,West,953231.0,345393,28.51,63.76607558923283,-35.25607558923282,607838.0
1303,Mumbai,North,213633.0,285632,51.95,-33.70219020469684,85.65219020469684,-71999.0
1304,Solapur,East,940363.0,309537,-5.56,67.08324338579888,-72.64324338579888,630826.0
1305,Mumbai,East,420198.0,110686,60.82,73.65860856072614,-12.838608560726136,309512.0
1306,Nashik,East,226713.0,490123,12.58,-116.18654422110775,128.76654422110775,-263410.0
1307,Mumbai,North,212676.0,466040,-46.73,-119.13144877654271,72.40144877654271,-253364.0
1308,Nashik,North,791084.0,186678,77.0,76.40225311092121,0.5977468890787918,604406.0
1309,Mumbai,North,425396.0,369386,-7.76,13.166555397794056,-20.926555397794054,56010.0
1310,Mumbai,South,305379.0,147364,79.04,51.74389856538924,27.29610143461077,158015.0
1311,Pune,East,634331.0,469000,61.69,26.06383733413628,35.62616266586372,165331.0
1312,Pune,North,151541.0,354847,11.01,-134.15907246223796,145.16907246223795,-203306.0
1313,Nashik,West,650377.0,276911,47.54,57.42300235094414,-9.883002350944139,373466.0
1314,Solapur,East,656661.0,363562,98.79,44.6347506552087,54.15524934479131,293099.0
1315,Pune,North,721157.0,258275,-3.87,64.18602329312479,-68.0560232931248,462882.0
1316,Nashik,North,203817.0,395196,17.57,-93.89746684525825,111.46746684525826,-191379.0
