Customer_ID,Age,Customer_Type,City,Region,Bank_Name,Branch_ID,Age_Group,Age_Group_Sort
200174,54.0,Business,Nagpur,North,HDFC Bank,1079,50-59,4
200175,64.0,Individual,Kolhapur,North,HDFC Bank,1342,60-69,5
200176,31.0,Employee,Nagpur,North,HDFC Bank,1231,30-39,2
200177,20.0,Employee,Solapur,South,HDFC Bank,1877,18-29,1
200178,18.0,Business,Pune,North,HDFC Bank,1612,18-29,1
200179,22.0,Business,Nagpur,North,HDFC Bank,1128,18-29,1
200180,43.0,Individual,Nashik,West,HDFC Bank,1018,40-49,3
200181,72.0,Unknown,Kolhapur,South,HDFC Bank,1356,70-79,6
200182,31.0,Employee,Solapur,West,HDFC Bank,1418,30-39,2
200183,56.0,Employee,Pune,East,HDFC Bank,1958,50-59,4
200184,44.0,Employee,Nashik,South,HDFC Bank,1605,40-49,3
200185,26.0,Employee,Solapur,West,HDFC Bank,1080,18-29,1
200186,32.0,Individual,Pune,West,HDFC Bank,1614,30-39,2
200187,32.0,Individual,Nashik,East,HDFC Bank,1880,30-39,2
200188,,Business,Nagpur,East,HDFC Bank,1665,Unknown,7
200189,59.0,Business,Solapur,North,HDFC Bank,1780,50-59,4
200190,77.0,Business,Solapur,North,HDFC Bank,1117,70-79,6
200191,30.0,Individual,Nagpur,South,HDFC Bank,1853,30-39,2
200192,68.0,Employee,Mumbai,South,HDFC Bank,1493,60-69,5
200193,49.0,Business,Nashik,East,HDFC Bank,1790,40-49,3
200194,56.0,Employee,Nagpur,South,HDFC Bank,1491,50-59,4
200195,66.0,Business,Solapur,North,HDFC Bank,1874,60-69,5
200196,69.0,Business,Nashik,East,HDFC Bank,1224,60-69,5
200197,78.0,Unknown,Nashik,West,HDFC Bank,1986,70-79,6
200198,49.0,Business,Mumbai,East,HDFC Bank,1418,40-49,3
200199,,Business,Solapur,South,HDFC Bank,1779,Unknown,7
200200,47.0,Employee,Pune,North,HDFC Bank,1136,40-49,3
200201,54.0,Business,Mumbai,North,HDFC Bank,1225,50-59,4
200202,40.0,Employee,Mumbai,West,HDFC Bank,1333,40-49,3
200203,56.0,Individual,Pune,West,HDFC Bank,1228,50-59,4
200204,62.0,Business,Pune,East,HDFC Bank,1322,60-69,5
200205,32.0,Employee,Mumbai,North,HDFC Bank,1107,30-39,2
200206,60.0,Individual,Nashik,West,HDFC Bank,1811,60-69,5
200207,46.0,Individual,Nagpur,West,HDFC Bank,1444,40-49,3
200208,53.0,Individual,Nagpur,East,HDFC Bank,1916,50-59,4
200209,30.0,Employee,Mumbai,East,HDFC Bank,1006,30-39,2
200210,49.0,Business,Nashik,North,HDFC Bank,1127,40-49,3
200211,24.0,Business,Pune,South,HDFC Bank,1352,18-29,1
200212,76.0,Employee,Kolhapur,South,HDFC Bank,1994,70-79,6
200213,68.0,Business,Mumbai,North,HDFC Bank,1266,60-69,5
200214,39.0,Employee,Unknown,South,HDFC Bank,1684,30-39,2
200215,45.0,Business,Nashik,North,HDFC Bank,1927,40-49,3
200216,19.0,Individual,Solapur,North,HDFC Bank,1213,18-29,1
200217,59.0,Business,Solapur,West,HDFC Bank,1246,50-59,4
200218,62.0,Employee,Mumbai,South,HDFC Bank,1617,60-69,5
200219,79.0,Employee,Nashik,North,HDFC Bank,1594,70-79,6
200220,74.0,Individual,Solapur,South,HDFC Bank,1803,70-79,6
200221,70.0,Employee,Nashik,South,HDFC Bank,1373,70-79,6
200222,23.0,Business,Nagpur,East,HDFC Bank,1420,18-29,1
200223,,Business,Kolhapur,South,HDFC Bank,1714,Unknown,7
200224,,Individual,Solapur,North,HDFC Bank,1040,Unknown,7
200225,61.0,Employee,Solapur,West,HDFC Bank,1716,60-69,5
200226,61.0,Individual,Nashik,South,HDFC Bank,1347,60-69,5
200227,37.0,Business,Kolhapur,North,HDFC Bank,1560,30-39,2
200228,47.0,Individual,Nagpur,East,HDFC Bank,1142,40-49,3
200229,79.0,Employee,Solapur,South,HDFC Bank,1140,70-79,6
200230,28.0,Individual,Mumbai,West,HDFC Bank,1564,18-29,1
200231,75.0,Employee,Nashik,South,HDFC Bank,1106,70-79,6
200232,72.0,Employee,Nashik,North,HDFC Bank,1032,70-79,6
200233,45.0,Business,Solapur,South,HDFC Bank,1199,40-49,3
200234,42.0,Business,Nagpur,South,HDFC Bank,1118,40-49,3
200235,56.0,Business,Solapur,East,HDFC Bank,1799,50-59,4
200236,79.0,Employee,Pune,South,HDFC Bank,1228,70-79,6
200237,50.0,Individual,Solapur,West,HDFC Bank,1629,50-59,4
200238,18.0,Employee,Unknown,South,HDFC Bank,1687,18-29,1
200239,74.0,Business,Kolhapur,East,HDFC Bank,1963,70-79,6
200240,44.0,Business,Pune,North,HDFC Bank,1184,40-49,3
200241,79.0,Individual,Kolhapur,South,HDFC Bank,1829,70-79,6
200242,74.0,Business,Unknown,South,HDFC Bank,1849,70-79,6
200243,69.0,Business,Mumbai,East,HDFC Bank,1214,60-69,5
200244,30.0,Business,Nashik,East,HDFC Bank,1732,30-39,2
200245,58.0,Individual,Kolhapur,East,HDFC Bank,1129,50-59,4
200246,20.0,Employee,Nashik,South,HDFC Bank,1844,18-29,1
200247,56.0,Business,Nagpur,West,HDFC Bank,1271,50-59,4
200248,23.0,Individual,Solapur,East,HDFC Bank,1757,18-29,1
200249,25.0,Business,Mumbai,North,HDFC Bank,1634,18-29,1
200250,44.0,Individual,Pune,South,HDFC Bank,1007,40-49,3
200251,26.0,Unknown,Nagpur,North,HDFC Bank,1402,18-29,1
200252,79.0,Individual,Mumbai,North,HDFC Bank,1927,70-79,6
200253,54.0,Unknown,Mumbai,West,HDFC Bank,1578,50-59,4
200254,50.0,Employee,Pune,North,HDFC Bank,1626,50-59,4
200255,68.0,Business,Pune,East,HDFC Bank,1368,60-69,5
200256,59.0,Unknown,Nashik,East,HDFC Bank,1799,50-59,4
200257,61.0,Business,Solapur,South,HDFC Bank,1616,60-69,5
200258,41.0,Employee,Nagpur,West,HDFC Bank,1980,40-49,3
200259,32.0,Business,Solapur,West,HDFC Bank,1536,30-39,2
200260,76.0,Individual,Nagpur,North,HDFC Bank,1052,70-79,6
200261,71.0,Unknown,Mumbai,West,HDFC Bank,1246,70-79,6
200262,49.0,Employee,Unknown,North,HDFC Bank,1336,40-49,3
200263,49.0,Individual,Kolhapur,North,HDFC Bank,1280,40-49,3
200264,41.0,Business,Pune,West,HDFC Bank,1032,40-49,3
200265,58.0,Business,Pune,South,HDFC Bank,1798,50-59,4
200266,69.0,Business,Mumbai,North,HDFC Bank,1547,60-69,5
200267,66.0,Individual,Unknown,East,HDFC Bank,1342,60-69,5
200268,,Business,Nagpur,East,HDFC Bank,1890,Unknown,7
200269,66.0,Business,Mumbai,West,HDFC Bank,1238,60-69,5
200270,75.0,Business,Nagpur,West,HDFC Bank,1491,70-79,6
200271,69.0,Employee,Solapur,North,HDFC Bank,1728,60-69,5
200272,29.0,Individual,Pune,North,HDFC Bank,1176,18-29,1
200273,79.0,Unknown,Pune,East,HDFC Bank,1043,70-79,6
200274,56.0,Individual,Kolhapur,North,HDFC Bank,1303,50-59,4
200275,19.0,Employee,Kolhapur,East,HDFC Bank,1669,18-29,1
200276,20.0,Individual,Unknown,North,HDFC Bank,1268,18-29,1
200277,66.0,Unknown,Solapur,South,HDFC Bank,1682,60-69,5
200278,54.0,Employee,Solapur,South,HDFC Bank,1732,50-59,4
200279,66.0,Individual,Nashik,East,HDFC Bank,1399,60-69,5
200280,73.0,Unknown,Nagpur,South,HDFC Bank,1741,70-79,6
200281,34.0,Business,Kolhapur,South,HDFC Bank,1602,30-39,2
200282,76.0,Individual,Nagpur,West,HDFC Bank,1921,70-79,6
200283,66.0,Individual,Kolhapur,North,HDFC Bank,1970,60-69,5
200284,19.0,Employee,Nashik,West,HDFC Bank,1430,18-29,1
200285,19.0,Individual,Pune,East,HDFC Bank,1420,18-29,1
200286,45.0,Employee,Nagpur,West,HDFC Bank,1130,40-49,3
200287,71.0,Individual,Kolhapur,East,HDFC Bank,1409,70-79,6
200288,,Business,Nagpur,South,HDFC Bank,1737,Unknown,7
200289,54.0,Business,Pune,West,HDFC Bank,1224,50-59,4
200290,49.0,Individual,Mumbai,South,HDFC Bank,1142,40-49,3
200291,50.0,Employee,Kolhapur,North,HDFC Bank,1577,50-59,4
200292,18.0,Business,Mumbai,South,HDFC Bank,1539,18-29,1
200293,36.0,Employee,Nashik,North,HDFC Bank,1124,30-39,2
200294,79.0,Individual,Solapur,South,HDFC Bank,1211,70-79,6
200295,19.0,Individual,Nagpur,West,HDFC Bank,1933,18-29,1
200296,70.0,Business,Kolhapur,West,HDFC Bank,1427,70-79,6
200297,61.0,Individual,Nagpur,South,HDFC Bank,1436,60-69,5
200298,43.0,Unknown,Nashik,East,HDFC Bank,1591,40-49,3
200299,49.0,Employee,Nashik,East,HDFC Bank,1237,40-49,3
200300,23.0,Business,Nagpur,North,HDFC Bank,1643,18-29,1
200301,49.0,Business,Kolhapur,North,HDFC Bank,1327,40-49,3
200302,72.0,Employee,Pune,South,HDFC Bank,1811,70-79,6
200303,21.0,Business,Pune,West,HDFC Bank,1118,18-29,1
200304,72.0,Business,Solapur,North,HDFC Bank,1045,70-79,6
200305,28.0,Individual,Nagpur,South,HDFC Bank,1083,18-29,1
200306,73.0,Employee,Nagpur,North,HDFC Bank,1793,70-79,6
200307,76.0,Business,Kolhapur,West,HDFC Bank,1351,70-79,6
200308,34.0,Employee,Nagpur,North,HDFC Bank,1012,30-39,2
200309,55.0,Employee,Kolhapur,South,HDFC Bank,1636,50-59,4
200310,41.0,Business,Nagpur,North,HDFC Bank,1836,40-49,3
200311,22.0,Individual,Nashik,East,HDFC Bank,1171,18-29,1
200312,69.0,Employee,Mumbai,North,HDFC Bank,1233,60-69,5
200313,51.0,Business,Nagpur,West,HDFC Bank,1180,50-59,4
200314,23.0,Employee,Mumbai,West,HDFC Bank,1050,18-29,1
200315,39.0,Individual,Pune,West,HDFC Bank,1780,30-39,2
200316,28.0,Individual,Solapur,West,HDFC Bank,1680,18-29,1
200317,65.0,Individual,Pune,South,HDFC Bank,1394,60-69,5
200318,33.0,Business,Nagpur,North,HDFC Bank,1932,30-39,2
200319,50.0,Business,Kolhapur,North,HDFC Bank,1827,50-59,4
200320,26.0,Individual,Pune,North,HDFC Bank,1799,18-29,1
200321,77.0,Business,Nashik,North,HDFC Bank,1428,70-79,6
200322,76.0,Unknown,Mumbai,South,HDFC Bank,1273,70-79,6
200323,23.0,Business,Kolhapur,West,HDFC Bank,1860,18-29,1
200324,33.0,Individual,Kolhapur,North,HDFC Bank,1206,30-39,2
200325,46.0,Employee,Nagpur,North,HDFC Bank,1147,40-49,3
200326,20.0,Individual,Nashik,West,HDFC Bank,1299,18-29,1
200327,37.0,Individual,Mumbai,East,HDFC Bank,1931,30-39,2
200328,,Business,Nashik,East,HDFC Bank,1452,Unknown,7
200329,76.0,Business,Pune,West,HDFC Bank,1999,70-79,6
200330,53.0,Business,Nagpur,North,HDFC Bank,1548,50-59,4
200331,36.0,Business,Kolhapur,West,HDFC Bank,1672,30-39,2
200332,43.0,Business,Kolhapur,North,HDFC Bank,1977,40-49,3
200333,20.0,Business,Pune,North,HDFC Bank,1382,18-29,1
200334,36.0,Employee,Kolhapur,East,HDFC Bank,1786,30-39,2
200335,37.0,Individual,Solapur,East,HDFC Bank,1946,30-39,2
200336,49.0,Individual,Nagpur,North,HDFC Bank,1799,40-49,3
200337,24.0,Individual,Pune,North,HDFC Bank,1617,18-29,1
200338,,Employee,Nagpur,North,HDFC Bank,1533,Unknown,7
200339,58.0,Individual,Mumbai,East,HDFC Bank,1232,50-59,4
200340,50.0,Employee,Unknown,North,HDFC Bank,1633,50-59,4
200341,57.0,Employee,Nagpur,West,HDFC Bank,1128,50-59,4
200342,56.0,Employee,Mumbai,South,HDFC Bank,1821,50-59,4
200343,35.0,Individual,Pune,South,HDFC Bank,1728,30-39,2
200344,57.0,Employee,Nagpur,North,HDFC Bank,1659,50-59,4
200345,18.0,Individual,Nashik,West,HDFC Bank,1569,18-29,1
200346,28.0,Individual,Nagpur,North,HDFC Bank,1930,18-29,1
200347,45.0,Business,Pune,West,HDFC Bank,1236,40-49,3
200348,74.0,Business,Kolhapur,East,HDFC Bank,1581,70-79,6
200349,42.0,Employee,Mumbai,East,HDFC Bank,1965,40-49,3
200350,67.0,Employee,Kolhapur,North,HDFC Bank,1700,60-69,5
200351,40.0,Individual,Unknown,East,HDFC Bank,1753,40-49,3
200352,48.0,Employee,Solapur,North,HDFC Bank,1574,40-49,3
200353,47.0,Employee,Kolhapur,South,HDFC Bank,1484,40-49,3
200354,59.0,Individual,Nagpur,West,HDFC Bank,1240,50-59,4
200355,52.0,Employee,Nagpur,West,HDFC Bank,1956,50-59,4
200356,24.0,Employee,Mumbai,South,HDFC Bank,1696,18-29,1
200357,77.0,Individual,Nagpur,South,HDFC Bank,1770,70-79,6
200358,33.0,Individual,Nashik,South,HDFC Bank,1740,30-39,2
200359,43.0,Business,Nashik,South,HDFC Bank,1222,40-49,3
200360,65.0,Individual,Kolhapur,East,HDFC Bank,1098,60-69,5
200361,74.0,Business,Pune,West,HDFC Bank,1758,70-79,6
200362,69.0,Employee,Mumbai,West,HDFC Bank,1556,60-69,5
200363,77.0,Individual,Solapur,South,HDFC Bank,1910,70-79,6
200364,66.0,Individual,Kolhapur,North,HDFC Bank,1272,60-69,5
200365,19.0,Individual,Pune,North,HDFC Bank,1398,18-29,1
200366,18.0,Employee,Mumbai,North,HDFC Bank,1516,18-29,1
200367,65.0,Business,Mumbai,North,HDFC Bank,1981,60-69,5
200368,79.0,Employee,Kolhapur,East,HDFC Bank,1429,70-79,6
200369,29.0,Employee,Pune,West,HDFC Bank,1522,18-29,1
200370,22.0,Individual,Pune,West,HDFC Bank,1959,18-29,1
200371,54.0,Business,Nagpur,West,HDFC Bank,1347,50-59,4
200372,49.0,Unknown,Solapur,North,HDFC Bank,1909,40-49,3
200373,76.0,Individual,Nashik,South,HDFC Bank,1550,70-79,6
200374,,Unknown,Nagpur,North,HDFC Bank,1450,Unknown,7
200375,26.0,Employee,Mumbai,West,HDFC Bank,1950,18-29,1
200376,58.0,Individual,Solapur,North,HDFC Bank,1041,50-59,4
200377,52.0,Individual,Solapur,South,HDFC Bank,1714,50-59,4
200378,36.0,Business,Pune,South,HDFC Bank,1093,30-39,2
200379,65.0,Employee,Solapur,North,HDFC Bank,1485,60-69,5
200380,33.0,Individual,Kolhapur,West,HDFC Bank,1516,30-39,2
200381,20.0,Individual,Solapur,East,HDFC Bank,1563,18-29,1
200382,37.0,Business,Mumbai,West,HDFC Bank,1149,30-39,2
200383,41.0,Business,Kolhapur,East,HDFC Bank,1716,40-49,3
200384,71.0,Individual,Kolhapur,West,HDFC Bank,1811,70-79,6
200385,73.0,Business,Nagpur,North,HDFC Bank,1498,70-79,6
200386,50.0,Individual,Solapur,East,HDFC Bank,1370,50-59,4
200387,41.0,Employee,Pune,West,HDFC Bank,1980,40-49,3
200388,69.0,Business,Nagpur,North,HDFC Bank,1698,60-69,5
200389,28.0,Employee,Pune,West,HDFC Bank,1484,18-29,1
200390,66.0,Employee,Solapur,South,HDFC Bank,1664,60-69,5
200391,25.0,Employee,Nagpur,South,HDFC Bank,1382,18-29,1
200392,53.0,Individual,Solapur,West,HDFC Bank,1627,50-59,4
200393,55.0,Employee,Mumbai,North,HDFC Bank,1660,50-59,4
200394,57.0,Employee,Nagpur,West,HDFC Bank,1731,50-59,4
